,species,n,col.n,empirical_type_raw,empirical_type_curated,extrapolated_type,sd_col,mean_col
4537,Diascia diffusa,1,0,AM,AM,AM,NA,NA
4538,Dicentra canadensis,3,3,NM,NM,NM,0,-3.663561646
4539,Dicentra cucullaria,3,3,NM,NM,NM,0,-3.663561646
4540,Dicentra formosa,1,0,NM,NM,NM,NA,NA
4541,Dicerma biarticulatum,1,1,AM,AM,AM,NA,1.29504569
4542,Dichanthium annulatum,7,2,AM,AM,AM,2.176001046,2.12489655
4543,Dichanthium caricosum,2,0,AM,AM,AM,NA,NA
4544,Dichanthium foveolatum,1,0,,,AM,NA,NA
4545,Dichelachne crinita,1,0,NM,,uncertain,NA,NA
4546,Dichocarpum dicarpon,1,0,AM,AM,AM,NA,NA
4547,Dichondra microcalyx,3,3,AM,AM,AM,1.880870723,-1.787168098
4548,Dichondra repens,1,0,AM,AM,AM,NA,NA
4549,Dichondra sericea,3,3,AM,AM,AM,1.880870723,-1.787168098
4550,Dichopogon strictus,2,0,AM,AM,AM,NA,NA
4551,Dichostemma glaucescens,3,0,AM,AM,AM,NA,NA
4552,Dichrostachys cinerea,8,4,AM,AM,AM,0.746863827,-1.196332353
4553,Dicksonia sellowiana,1,1,AM,AM,AM,NA,-3.331686778
4554,Dicksonia squarrosa,1,1,AM,AM,AM,NA,3.663561646
4555,Dicliptera,1,1,AM,AM,AM,NA,0
4556,Dicliptera brachiata,1,1,AM,AM,AM,NA,-1.583148781
4557,Dicliptera japonica,1,0,AM,AM,AM,NA,NA
4558,Dicliptera paniculata,3,2,AM,AM,AM,1.40886088,-0.996215082
4559,Dicliptera squarrosa,3,3,AM,AM,AM,0.451938558,-3.070759929
4560,Dicorynia guianensis,5,2,AM,AM,AM,0.305458585,1.079053853
4561,Dicoryphe stipulacea,1,1,AM,AM,AM,NA,-3.078568279
4562,Dicranolepis disticha,1,0,AM,AM,AM,NA,NA
4563,Dicranopteris,1,1,AM,AM,AM,NA,-2.699548556
4564,Dicranopteris flexuosa,1,0,NM,,AM,NA,NA
4565,Dicranopteris gigantea,1,0,AM,AM,AM,NA,NA
4566,Dicranopteris linearis,7,5,AM,AM,AM,0.854208142,0.474540322
4567,Dicranopteris pedata,1,0,AM,AM,AM,NA,NA
4568,Dicranopteris splendida,1,0,AM,AM,AM,NA,NA
4569,Dictyostega orobanchoides,1,0,AM,AM,AM,NA,NA
4570,Dicymbe altsonii,1,0,EcM-AM,EcM-AM,EcM,NA,NA
4571,Dicymbe corymbosa,1,0,EcM-AM,EcM-AM,EcM,NA,NA
4572,Didelotia africana,5,0,EcM-AM,EcM-AM,EcM,NA,NA
4573,Didelotia brevipaniculata,1,0,EcM,EcM,EcM,NA,NA
4574,Didelotia letouzeyi,2,0,EcM,EcM,EcM,NA,NA
4575,Didelta spinosa,1,0,AM,AM,AM,NA,NA
4576,Didesmus aegyptius,1,0,NM,NM,NM,NA,NA
4577,Didesmus bipinnatus,1,0,NM,NM,NM,NA,NA
4578,Didymophysa aucheri,1,0,NM,NM,NM,NA,NA
4579,Didymophysa fedtschenkoana,1,1,NM,NM,NM,NA,-3.663561646
4580,Didymosalpinx,1,0,AM,AM,AM,NA,NA
4581,Dieffenbachia amoena,2,0,NM-AM,AM,AM,NA,NA
4582,Diervilla lonicera,2,0,EcM-AM,AM,AM,NA,NA
4583,Dieteria bigelovii var. bigelovii,2,0,NM-AM,AM,AM,NA,NA
4584,Digera muricata,3,1,NM-AM,AM,NM-AM,NA,0.152293669
4585,Digitalis ferruginea subsp. schischkinii,2,2,AM,AM,AM,0.274483942,3.418054206
4586,Digitalis grandiflora,2,2,AM,AM,AM,1.457978803,2.581196964
4587,Digitalis purpurea,7,1,NM-AM,AM,AM,NA,-1.701862756
4588,Digitaria,2,1,AM,AM,AM,NA,-0.464157559
4589,Digitaria bicornis,5,3,AM,AM,AM,0.711167433,-0.362433015
4590,Digitaria ciliaris,5,0,AM,AM,AM,NA,NA
4591,Digitaria cruciata,1,1,AM,AM,AM,NA,-1.536806468
4592,Digitaria didactyla,1,0,NM,,AM,NA,NA
4593,Digitaria eriantha,3,0,AM,AM,AM,NA,NA
4594,Digitaria gibbosa,1,0,NM,,AM,NA,NA
4595,Digitaria insularis,1,0,AM,AM,AM,NA,NA
4596,Digitaria ischaemum,3,1,NM-AM,AM,AM,NA,-0.417149001
4597,Digitaria longiflora,1,1,AM,AM,AM,NA,-0.984498982
4598,Digitaria macroblephara,6,0,AM,AM,AM,NA,NA
4599,Digitaria sanguinalis,8,4,AM,AM,AM,2.358938073,-0.659305807
4600,Digitaria setigera,1,0,,,AM,NA,NA
4601,Digitaria sparsifructus,1,0,AM,AM,AM,NA,NA
4602,Digitaria violascens,5,0,AM,AM,AM,NA,NA
4603,Dillenia alata,1,0,AM,AM,AM,NA,NA
4604,Dillenia hookeri,2,0,AM,AM,AM,NA,NA
4605,Dillenia obovata,2,0,AM,AM,AM,NA,NA
4606,Dillenia ovata,1,0,AM,AM,AM,NA,NA
4607,Dillenia pulchella,1,0,AM,AM,AM,NA,NA
4608,Dillenia retusa,2,0,AM,AM,AM,NA,NA
4609,Dillenia triquetra,3,1,AM,AM,AM,NA,-3.078568279
4610,Dillwynia cinerascens,1,0,AM,AM,EcM-AM,NA,NA
4611,Dillwynia floribunda,1,0,EcM,,EcM-AM,NA,NA
4612,Dillwynia hispida,1,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
4613,Dillwynia juniperina,1,0,EcM,EcM,EcM-AM,NA,NA
4614,Dillwynia parvifolia var. trichopoda,1,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
4615,Dillwynia phylicoides,1,0,EcM,EcM,EcM-AM,NA,NA
4616,Dillwynia retorta,2,0,EcM-AM,,EcM-AM,NA,NA
4617,Dillwynia sericea,1,0,EcM,EcM,EcM-AM,NA,NA
4618,Dimeria kanjirapallilana,1,0,NM,,AM,NA,NA
4619,Dimeria ornithopoda,1,0,AM,AM,AM,NA,NA
4620,Dimetra,1,1,AM,AM,AM,NA,-1.569764267
4621,Dimocarpus longan,5,1,AM,AM,AM,NA,-0.102690146
4622,Dimorphandra mollis,1,0,NM,,AM,NA,NA
4623,Dimorphandra polyandra,1,1,AM,AM,AM,NA,1.29504569
4624,Dimorphocarpa candicans,1,0,NM,NM,NM,NA,NA
4625,Dimorphotheca pluvialis,1,0,AM,AM,AM,NA,NA
4626,Dinebra retroflexa,2,1,AM,AM,AM,NA,-0.611136458
4627,Dinetus racemosus,1,1,AM,AM,AM,NA,0.22899547
4628,Dinizia excelsa,1,1,AM,AM,AM,NA,-2.467058633
4629,Dioclea violacea,1,1,AM,AM,AM,NA,0.384674338
4630,Diodella sarmentosa,1,1,AM,AM,AM,NA,-2.626297739
4631,Diogoa zenkeri,1,0,AM,AM,AM,NA,NA
4632,Dioon edule,2,0,AM,AM,AM,NA,NA
4633,Dioscorea alata,1,0,AM,AM,AM,NA,NA
4634,Dioscorea bryoniifolia,1,0,AM,AM,AM,NA,NA
4635,Dioscorea bulbifera,3,1,AM,AM,AM,NA,-2.548906233
4636,Dioscorea communis,4,0,NM-AM,AM,AM,NA,NA
4637,Dioscorea deltoidea,1,1,AM,AM,AM,NA,-2.254988906
4638,Dioscorea esculenta,1,1,AM,AM,AM,NA,0.252127168
4639,Dioscorea japonica,1,0,AM,AM,AM,NA,NA
4640,Dioscorea oppositifolia,1,1,AM,AM,AM,NA,0
4641,Dioscorea pentaphylla,3,1,AM,AM,AM,NA,-2.250573586
4642,Dioscorea tokoro,1,0,AM,AM,AM,NA,NA
4643,Diospyros,6,1,NM-AM,AM,AM,NA,-3.078568279
4644,Diospyros borneensis,1,0,AM,AM,AM,NA,NA
4645,Diospyros canaliculata,1,0,AM,AM,AM,NA,NA
4646,Diospyros cathayensis,1,0,AM,AM,AM,NA,NA
4647,Diospyros consolatae,1,0,AM,AM,AM,NA,NA
4648,Diospyros cupulosa,1,0,AM,AM,AM,NA,NA
4649,Diospyros dichroa,1,0,AM,AM,AM,NA,NA
4650,Diospyros dichrophylla,1,0,AM,AM,AM,NA,NA
4651,Diospyros discolor,1,1,AM,AM,AM,NA,0.384674338
4652,Diospyros dumetorum,2,2,AM,AM,AM,3.999390164,0.835565741
4653,Diospyros ebenum,1,0,,,AM,NA,NA
4654,Diospyros ehretioides,2,0,NM,,AM,NA,NA
4655,Diospyros eriantha,3,0,NM-AM,AM,AM,NA,NA
4656,Diospyros gabunensis,2,0,AM,AM,AM,NA,NA
4657,Diospyros glabra,1,0,AM,AM,AM,NA,NA
4658,Diospyros gracilescens,1,0,AM,AM,AM,NA,NA
4659,Diospyros guianensis,1,0,AM,AM,AM,NA,NA
4660,Diospyros hillebrandii,4,4,AM,AM,AM,0.67347893,-1.262381944
4661,Diospyros holeana,1,0,AM,AM,AM,NA,NA
4662,Diospyros iturensis,2,0,AM,AM,AM,NA,NA
4663,Diospyros japonica,1,0,AM,AM,AM,NA,NA
4664,Diospyros kaki,3,0,NM-AM,AM,AM,NA,NA
4665,Diospyros malabarica,1,0,AM,AM,AM,NA,NA
4666,Diospyros mannii,1,0,AM,AM,AM,NA,NA
4667,Diospyros maritima,1,0,AM,AM,AM,NA,NA
4668,Diospyros melanoxylon,1,1,AM,AM,AM,NA,-0.384674338
4669,Diospyros mollis,2,0,AM,AM,AM,NA,NA
4670,Diospyros montana,2,0,AM,AM,AM,NA,NA
4671,Diospyros morrisiana,1,0,AM,,AM,NA,NA
4672,Diospyros nigrocortex,4,0,AM,AM,AM,NA,NA
4673,Diospyros obliquifolia,1,0,AM,AM,AM,NA,NA
4674,Diospyros oblonga,2,0,AM,AM,AM,NA,NA
4675,Diospyros oleifera,1,0,AM,AM,AM,NA,NA
4676,Diospyros preussii,1,0,AM,AM,AM,NA,NA
4677,Diospyros pseudomespilus,1,0,AM,AM,AM,NA,NA
4678,Diospyros rhodocalyx,2,0,AM,AM,AM,NA,NA
4679,Diospyros scabrida,1,0,AM,AM,AM,NA,NA
4680,Diospyros sumatrana,1,0,AM,AM,AM,NA,NA
4681,Diospyros zenkeri,1,0,AM,AM,AM,NA,NA
4682,Diospyros vaccinioides,1,0,AM,AM,AM,NA,NA
4683,Diospyros vera,1,1,AM,AM,AM,NA,-0.464157559
4684,Diospyros verrucosa,1,0,AM,AM,AM,NA,NA
4685,Diphasiastrum alpinum,3,0,AM,AM,AM,NA,NA
4686,Diphasiastrum complanatum,1,0,AM,AM,AM,NA,NA
4687,Diphasiastrum digitatum,1,0,AM,AM,AM,NA,NA
4688,Diphasiastrum issleri,1,0,AM,AM,AM,NA,NA
4689,Diphasium scariosum,2,1,AM,AM,AM,NA,3.663561646
4690,Diphysa robinioides,1,0,AM,AM,AM,NA,NA
4691,Diplaziopsis javanica,1,0,AM,AM,AM,NA,NA
4692,Diplazium alienum,1,1,AM,AM,AM,NA,-2.873089317
4693,Diplazium beddomei,1,1,AM,AM,AM,NA,0.993151738
4694,Diplazium costale,2,2,AM,AM,AM,0.178981807,-3.205127528
4695,Diplazium doederleinii,1,0,AM,AM,AM,NA,NA
4696,Diplazium donianum,2,0,AM,AM,AM,NA,NA
4697,Diplazium esculentum,3,2,AM,AM,AM,0.031035837,0.521118806
4698,Diplazium expansum,1,1,AM,AM,AM,NA,-3.078568279
4699,Diplazium franconis,1,1,AM,AM,AM,NA,0.190574699
4700,Diplazium hians,2,2,AM,AM,AM,0.178981807,-3.205127528
4701,Diplazium lanceum,1,0,AM,AM,AM,NA,NA
4702,Diplazium latifolium,1,0,AM,AM,AM,NA,NA
4703,Diplazium laxifrons,1,0,AM,AM,AM,NA,NA
4704,Diplazium longisorum,2,2,AM,AM,AM,0.324277375,-3.102388047
4705,Diplazium macrophyllum,2,2,AM,AM,AM,0.178981807,-3.205127528
4706,Diplazium megaphyllum,1,0,AM,AM,AM,NA,NA
4707,Diplazium pinnatifidum,2,2,AM,AM,AM,0.324277375,-3.102388047
4708,Diplazium polypodioides,2,2,AM,AM,AM,0.588418264,1.770087973
4709,Diplazium pullingeri,1,0,AM,AM,AM,NA,NA
4710,Diplazium sibiricum,1,1,AM,AM,AM,NA,3.39583564
4711,Diplazium spectabile,2,0,AM,AM,AM,NA,NA
4712,Diplazium splendens,1,0,AM,AM,AM,NA,NA
4713,Diplazium stenochlamys,1,0,AM,AM,AM,NA,NA
4714,Diplazium sylvaticum,1,1,AM,AM,AM,NA,1.281029681
4715,Diplazium tungurahuae,1,1,AM,AM,AM,NA,-3.078568279
4716,Diplazium wichurae,1,0,AM,AM,AM,NA,NA
4717,Diplocyclos palmatus,2,1,AM,AM,AM,NA,0
4718,Diplolaena obovata,1,0,AM,AM,AM,NA,NA
4719,Diplolepis nummulariifolia,1,0,AM,AM,AM,NA,NA
4720,Diplopterygium bancroftii,1,1,AM,AM,AM,NA,-0.114123703
4721,Diplopterygium giganteum,1,0,AM,AM,AM,NA,NA
4722,Diplopterygium glaucoides,1,0,AM,AM,AM,NA,NA
4723,Diplopterygium glaucum,3,1,AM,AM,AM,NA,1.245097146
4724,Diplopterygium laevissimum,1,0,AM,AM,AM,NA,NA
4725,Diplorhynchus condylocarpon,3,0,AM,AM,AM,NA,NA
4726,Diplospora erythrospora,2,0,AM,AM,AM,NA,NA
4727,Diplotaxis erucoides,7,0,NM-AM,NM,NM,NA,NA
4728,Diplotaxis griffithii,1,0,AM,,NM,NA,NA
4729,Diplotaxis harra,1,0,NM,NM,NM,NA,NA
4730,Diplotaxis muralis,3,0,NM-AM,NM,NM,NA,NA
4731,Diplotaxis siifolia,1,0,NM,NM,NM,NA,NA
4732,Diplotaxis tenuifolia,1,0,NM,NM,NM,NA,NA
4733,Diplotaxis viminea,1,0,NM,NM,NM,NA,NA
4734,Diplotropis,1,1,AM,AM,AM,NA,0
4735,Diplotropis purpurea,2,2,AM,AM,AM,2.882327609,-1.237994098
4736,Dipodium hamiltonianum,1,0,OM,OM,OM,NA,NA
4737,Dipodium roseum,1,0,OM,OM,OM,NA,NA
4738,Dipodium variegatum,1,0,OM,OM,OM,NA,NA
4739,Dipsacus fullonum,3,0,NM-AM,AM,AM,NA,NA
4740,Dipsacus inermis,1,1,AM,AM,AM,NA,0.076036613
4741,Dipsacus japonicus,1,0,AM,AM,AM,NA,NA
4742,Dipsacus laciniatus,1,1,AM,AM,AM,NA,0.557396816
4743,Dipsacus strigosus,1,0,AM,AM,AM,NA,NA
4744,Dipteris conjugata,1,0,AM,AM,AM,NA,NA
4745,Dipterocarpus alatus,3,0,EcM,EcM,EcM,NA,NA
4746,Dipterocarpus chartaceus,1,0,EcM,EcM,EcM,NA,NA
4747,Dipterocarpus confertus,2,0,EcM,EcM,EcM,NA,NA
4748,Dipterocarpus cornutus,2,0,EcM,EcM,EcM,NA,NA
4749,Dipterocarpus costatus,2,0,EcM,EcM,EcM,NA,NA
4750,Dipterocarpus elongatus,1,0,EcM,EcM,EcM,NA,NA
4751,Dipterocarpus gracilis,1,0,EcM,EcM,EcM,NA,NA
4752,Dipterocarpus grandiflorus,1,0,EcM,EcM,EcM,NA,NA
4753,Dipterocarpus hasseltii,1,0,EcM,EcM,EcM,NA,NA
4754,Dipterocarpus hispidus,2,0,EcM,EcM,EcM,NA,NA
4755,Dipterocarpus humeratus,1,0,EcM,EcM,EcM,NA,NA
4756,Dipterocarpus indicus,1,0,EcM,EcM,EcM,NA,NA
4757,Dipterocarpus intricatus,2,0,EcM,EcM,EcM,NA,NA
4758,Dipterocarpus kunstleri,1,0,EcM,EcM,EcM,NA,NA
4759,Dipterocarpus oblongifolius,1,0,EcM,EcM,EcM,NA,NA
4760,Dipterocarpus obtusifolius,2,0,EcM,EcM,EcM,NA,NA
4761,Dipterocarpus retusus,5,0,AM,,EcM,NA,NA
4762,Dipterocarpus zeylanicus,2,0,EcM,EcM,EcM,NA,NA
4763,Dipterocarpus tempehes,1,0,EcM,EcM,EcM,NA,NA
4764,Dipterocarpus tuberculatus,2,0,EcM,EcM,EcM,NA,NA
4765,Dipterygium glaucum,2,1,NM-AM,AM,AM,NA,-2.13490756
4766,Dipteryx alata,2,1,AM,AM,AM,NA,-3.331686778
4767,Dipteryx odorata,3,2,AM,AM,AM,0.699638957,-0.265723981
4768,Dipteryx oleifera,1,0,AM,AM,AM,NA,NA
4769,Dipteryx polyphylla,1,1,AM,AM,AM,NA,-1.352266952
4770,Diptychocarpus strictus,1,0,NM,NM,NM,NA,NA
4771,Disa caffra,1,0,OM,OM,OM,NA,NA
4772,Disa uniflora,1,0,OM,OM,OM,NA,NA
4773,Discaria articulata,1,0,AM,AM,AM,NA,NA
4774,Discaria chacaye,1,0,AM,AM,AM,NA,NA
4775,Dischisma capitatum,1,0,NM,,AM,NA,NA
4776,Discocarpus spruceanus,1,0,AM,AM,AM,NA,NA
4777,Discoglypremna caloneura,1,0,AM,AM,AM,NA,NA
4778,Disocactus flagelliformis,1,0,AM,AM,AM,NA,NA
4779,Disporum cantoniense,1,1,AM,AM,AM,NA,0.22899547
4780,Disporum smilacinum,1,0,AM,AM,AM,NA,NA
4781,Distemonanthus benthamianus,1,1,AM,AM,AM,NA,0.504430718
4782,Disterigma humboldtii,1,0,ErM,ErM,ErM,NA,NA
4783,Distichlis spicata,5,3,AM,AM,AM,1.13397022,-0.015719041
4784,Distylium racemosum,1,0,AM,AM,AM,NA,NA
4785,Ditaxis lanceolata,2,0,AM,AM,AM,NA,NA
4786,Dithyrea californica,1,0,NM,NM,NM,NA,NA
4787,Dithyrostegia amplexicaulis,1,0,AM,,EcM,NA,NA
4788,Dittrichia graveolens,2,0,AM,AM,AM,NA,NA
4789,Dittrichia viscosa,1,0,AM,AM,AM,NA,NA
4790,Diuris,1,0,OM,OM,OM,NA,NA
4791,Dodecatheon conjugens,1,0,AM,AM,AM,NA,NA
4792,Dodecatheon meadia,1,0,AM,,AM,NA,NA
4793,Dodonaea viscosa,14,5,NM-EcM-AM,AM,AM,2.315700379,-0.249329857
4794,Dodonaea viscosa subsp. angustifolia,3,2,AM,AM,AM,1.674793694,2.479303668
4795,Dodonaea viscosa subsp. angustissima,1,0,,,AM,NA,NA
4796,Doellingeria scabra,1,0,AM,,AM,NA,NA
4797,Doellingeria umbellata,1,1,AM,AM,AM,NA,-1.905386878
4798,Dolichandrone atrovirens,1,1,AM,AM,AM,NA,0.890532259
4799,Dolichorrhiza caucasica,1,1,AM,AM,AM,NA,0.076036613
4800,Dolichorrhiza renifolia,3,2,NM-AM,AM,AM,0.383198122,0.965433018
4801,Doliocarpus,1,0,AM,AM,AM,NA,NA
4802,Dombeya,1,0,AM,AM,AM,NA,NA
4803,Dombeya mandenensis,1,1,AM,AM,AM,NA,-3.078568279
4804,Dopatrium junceum,2,1,NM,NM,NM,NA,-3.663561646
4805,Dopatrium lobelioides,1,1,,,NM,NA,-3.663561646
4806,Doronicum altaicum,1,1,AM,AM,AM,NA,-0.417149001
4807,Doronicum clusii,1,1,AM,AM,AM,NA,-1.992430165
4808,Doronicum macrophyllum,3,3,AM,AM,AM,0.998786251,2.878411084
4809,Dorotheanthus bellidiformis,1,0,NM,,uncertain,NA,NA
4810,Dorycnium hirsutum,1,0,NM,,AM,NA,NA
4811,Dorycnium pentaphyllum subsp. herbaceum,1,1,AM,AM,AM,NA,-0.424250883
4812,Doryopteris concolor,6,5,NM-AM,AM,AM,0.844969267,0.145899342
4813,Doryphora aromatica,1,1,AM,AM,AM,NA,-0.536938724
4814,Douglasia montana,3,3,AM,AM,NA,0.693820809,-1.288285919
4815,Downingia elegans,1,0,AM,AM,AM,NA,NA
4816,Draba aizoides,1,0,AM,,NM,NA,NA
4817,Draba asprella,1,0,AM,,NM,NA,NA
4818,Draba brachycarpa,1,0,NM,NM,NM,NA,NA
4819,Draba breweri,1,0,NM,NM,NM,NA,NA
4820,Draba bruniifolia,1,0,NM,NM,NM,NA,NA
4821,Draba bryoides,2,2,NM,NM,NM,0,-3.663561646
4822,Draba californica,1,0,NM,NM,NM,NA,NA
4823,Draba corrugata,1,0,NM,NM,NM,NA,NA
4824,Draba corymbosa,3,0,NM,NM,NM,NA,NA
4825,Draba cuneifolia,1,0,NM,NM,NM,NA,NA
4826,Draba cusickii,1,0,AM,,NM,NA,NA
4827,Draba daurica,2,0,AM,,NM,NA,NA
4828,Draba fladnizensis,1,0,NM,NM,NM,NA,NA
4829,Draba glabella,1,0,NM,NM,NM,NA,NA
4830,Draba glacialis,1,0,AM,,NM,NA,NA
4831,Draba helleriana,1,0,AM,,NM,NA,NA
4832,Draba hispanica,1,0,AM,,NM,NA,NA
4833,Draba hispida,3,3,NM,NM,NM,0,-3.663561646
4834,Draba incana,1,0,NM,NM,NM,NA,NA
4835,Draba incerta,1,0,NM,NM,NM,NA,NA
4836,Draba lactea,2,0,NM,NM,NM,NA,NA
4837,Draba lanceolata,1,0,NM,NM,NM,NA,NA
4838,Draba lonchocarpa,1,0,NM,NM,NM,NA,NA
4839,Draba minima,1,0,NM,NM,NM,NA,NA
4840,Draba muralis,2,0,AM,,NM,NA,NA
4841,Draba nivalis,1,0,NM,NM,NM,NA,NA
4842,Draba nuda,1,0,NM,NM,NM,NA,NA
4843,Draba olgae,1,1,NM,NM,NM,NA,-3.663561646
4844,Draba oligosperma,4,1,NM,NM,NM,NA,-3.663561646
4845,Draba oreades,1,0,NM,NM,NM,NA,NA
4846,Draba paysonii,1,0,AM,,NM,NA,NA
4847,Draba reptans,1,0,NM,NM,NM,NA,NA
4848,Draba rigida,1,1,NM,NM,NM,NA,-3.663561646
4849,Draba sibirica,5,4,NM-AM,NM,NM,0,-3.663561646
4850,Draba siliquosa,5,5,NM,NM,NM,0,-3.663561646
4851,Draba spectabilis,1,0,NM,NM,NM,NA,NA
4852,Draba stenocarpa,1,0,NM,NM,NM,NA,NA
4853,Draba streptocarpa,1,0,NM,NM,NM,NA,NA
4854,Draba subcapitata,1,0,NM,NM,NM,NA,NA
4855,Draba supranivalis,2,2,NM,NM,NM,0,-3.663561646
4856,Draba tibetica,1,0,NM,NM,NM,NA,NA
4857,Draba tomentosa,1,0,NM,NM,NM,NA,NA
4858,Draba trinervis,1,0,NM,NM,NM,NA,NA
4859,Dracaena,2,1,AM,AM,NM-AM,NA,-0.84491804
4860,Dracaena bicolor,1,0,AM,AM,NM-AM,NA,NA
4861,Dracaena braunii,1,0,NM,,NM-AM,NA,NA
4862,Dracaena draco,1,0,AM,AM,NM-AM,NA,NA
4863,Dracaena fragrans,1,0,AM,AM,NM-AM,NA,NA
4864,Dracaena laxissima,1,0,AM,AM,NM-AM,NA,NA
4865,Dracaena reflexa,2,1,NM-AM,AM,NM-AM,NA,-3.078568279
4866,Dracaena surculosa,1,0,NM,,NM-AM,NA,NA
4867,Dracaena terniflora,1,0,NM,,NM-AM,NA,NA
4868,Dracocephalum diversifolium,1,1,AM,AM,AM,NA,3.171566066
4869,Dracocephalum grandiflorum,1,1,AM,AM,AM,NA,-1.99544546
4870,Dracocephalum integrifolium,1,1,AM,AM,AM,NA,2.02463463
4871,Dracocephalum nodulosum,1,1,AM,AM,AM,NA,2.482961188
4872,Dracocephalum nutans,1,1,AM,AM,AM,NA,2.136287598
4873,Dracocephalum ruyschiana,3,3,AM,AM,AM,0.571014948,3.297977149
4874,Dracontomelon dao,1,0,AM,AM,AM,NA,NA
4875,Dracophyllum longifolium,1,0,ErM,ErM,ErM,NA,NA
4876,Dracophyllum prostratum,1,0,ErM,ErM,ErM,NA,NA
4877,Drepanocaryum sewerzowii,1,1,AM,AM,AM,NA,1.752734218
4878,Drimys granadensis,1,0,AM,AM,AM,NA,NA
4879,Drimys winteri,3,0,AM,AM,AM,NA,NA
4880,Drosanthemum floribundum,1,0,NM,NM,NM-AM,NA,NA
4881,Drosera,1,0,AM,,NM,NA,NA
4882,Drosera aberrans,2,0,NM,,NM,NA,NA
4883,Drosera anglica,5,2,NM-AM,NM,NM,0,-3.663561646
4884,Drosera erythrorhiza,4,4,NM,NM,NM,0,-3.663561646
4885,Drosera indica,2,0,NM-AM,NM,NM,NA,NA
4886,Drosera intermedia,4,0,NM-AM,NM,NM,NA,NA
4887,Drosera macrantha,3,2,NM,NM,NM,0,-3.663561646
4888,Drosera peltata,1,0,NM,NM,NM,NA,NA
4889,Drosera petiolaris,1,0,NM,NM,NM,NA,NA
4890,Drosera platystigma,2,2,NM,NM,NM,0,-3.663561646
4891,Drosera rotundifolia,16,6,NM-AM,NM,NM,0,-3.663561646
4892,Drosera spatulata,1,0,AM,,NM,NA,NA
4893,Drosera uniflora,1,0,AM,,NM,NA,NA
4894,Drosera whittakeri,1,0,NM,NM,NM,NA,NA
4895,Dryas caucasica,3,0,NM-AM,,EcM,NA,NA
4896,Dryas drummondii,1,0,EcM,,EcM,NA,NA
4897,Dryas integrifolia,5,0,EcM,EcM,EcM,NA,NA
4898,Dryas octopetala,43,0,EcM-AM,EcM,EcM,NA,NA
4899,Drymaria cordata,3,2,AM,AM,AM,1.763246039,0.57681734
4900,Drymaria villosa,1,1,AM,AM,AM,NA,0.890532259
4901,Drymonia,1,0,NM,,uncertain,NA,NA
4902,Drynaria propinqua,1,0,AM,AM,NM-AM,NA,NA
4903,Drynaria quercifolia,5,3,NM-AM,NM-AM,NM-AM,2.215714905,-1.137976068
4904,Dryobalanops,1,0,EcM,EcM,EcM,NA,NA
4905,Dryobalanops keithii,1,0,EcM,EcM,EcM,NA,NA
4906,Dryobalanops lanceolata,1,0,EcM,EcM,EcM,NA,NA
4907,Dryobalanops sumatrensis,3,0,EcM,EcM,EcM,NA,NA
4908,Dryopetalon crenatum,1,0,NM,NM,NM,NA,NA
4909,Dryopetalon runcinatum,1,0,AM,,NM,NA,NA
4910,Dryopteris amurensis,1,1,AM,AM,AM,NA,-2.699548556
4911,Dryopteris approximata,1,1,AM,AM,AM,NA,0.262171421
4912,Dryopteris atrata,1,1,AM,AM,AM,NA,1.695491644
4913,Dryopteris austriaca,2,1,AM,AM,AM,NA,0.694471028
4914,Dryopteris caroli-hopei,1,0,AM,AM,AM,NA,NA
4915,Dryopteris carthusiana,14,3,NM-AM,AM,AM,0.072040343,3.539069537
4916,Dryopteris christensenae,1,0,AM,AM,AM,NA,NA
4917,Dryopteris chrysocoma,1,0,AM,AM,AM,NA,NA
4918,Dryopteris cochleata,2,1,AM,AM,AM,NA,1.333172989
4919,Dryopteris cristata,1,0,AM,,AM,NA,NA
4920,Dryopteris diffracta,1,0,AM,AM,AM,NA,NA
4921,Dryopteris dilatata,1,0,AM,AM,AM,NA,NA
4922,Dryopteris erythrosora,1,0,AM,AM,AM,NA,NA
4923,Dryopteris esquirolii,1,0,AM,AM,AM,NA,NA
4924,Dryopteris filix-mas,25,1,NM-EcM-AM,AM,AM,NA,3.223964749
4925,Dryopteris fragrans,2,1,AM,AM,AM,NA,-2.699548556
4926,Dryopteris fructuosa,1,0,AM,AM,AM,NA,NA
4927,Dryopteris hendersonii,1,0,AM,AM,AM,NA,NA
4928,Dryopteris hirtipes,1,1,AM,AM,AM,NA,1.429670688
4929,Dryopteris inaequalis,1,0,NM,,AM,NA,NA
4930,Dryopteris intermedia,1,1,AM,AM,AM,NA,-1.992430165
4931,Dryopteris juxtaposita,1,0,AM,AM,AM,NA,NA
4932,Dryopteris lacera,2,1,AM,AM,AM,NA,-2.699548556
4933,Dryopteris lepidopoda,2,1,AM,AM,AM,NA,0.890532259
4934,Dryopteris marginalis,1,0,NM,,AM,NA,NA
4935,Dryopteris marginata,1,0,AM,AM,AM,NA,NA
4936,Dryopteris nodosa,1,0,AM,AM,AM,NA,NA
4937,Dryopteris noveboracensis,1,0,AM,AM,AM,NA,NA
4938,Dryopteris pseudovaria,1,0,AM,AM,AM,NA,NA
4939,Dryopteris sparsa,3,2,AM,AM,AM,0.295433829,1.120246736
